Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12)
0.0,0.5216513331320163,3.76,0.0,0.5529900596233206,1.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.5216513331320163,3.76,0.0,0.5529900596233206,1.0,0.0,0.0,0.0,1.2259668239623624e-17,1.2259668239623624e-17
3.0000000000000002e-15,0.5216513331320163,3.76,0.0,0.5529900596233206,1.0,0.0,0.0,0.0,3.0273874632539976e-17,3.0273874632539976e-17
7e-15,0.5216513331320163,3.76,0.0,0.5529900596233206,1.0,0.0,0.0,0.0,7.931254759103447e-17,7.931254759103447e-17
1.5e-14,0.5216513331320163,3.76,0.0,0.5529900596233205,0.9999999999999999,0.0,0.0,0.0,1.7738989350802343e-16,1.7738989350802343e-16
3.1e-14,0.5216513331320162,3.76,0.0,0.5529900596233203,0.9999999999999997,0.0,0.0,0.0,3.735445853420013e-16,3.735445853420013e-16
6.300000000000001e-14,0.5216513331320163,3.76,0.0,0.5529900596233198,0.9999999999999992,0.0,0.0,0.0,7.658539690099564e-16,7.658539690099564e-16
1.2700000000000001e-13,0.5216513331320163,3.76,0.0,0.552990059623319,0.9999999999999984,0.0,0.0,0.0,1.550472736345865e-15,1.550472736345865e-15
2.55e-13,0.5216513331320164,3.76,0.0,0.5529900596233175,0.9999999999999969,0.0,0.0,0.0,3.119710271017675e-15,3.119710271017675e-15
5.11e-13,0.5216513331320163,3.76,0.0,0.5529900596233144,0.9999999999999938,0.0,0.0,0.0,6.2581853403612684e-15,6.2581853403612684e-15
1e-12,0.5216513331320163,3.76,0.0,0.5529900596233084,0.9999999999999878,0.0,0.0,0.0,1.2253163109537008e-14,1.2253163109537008e-14
1.023e-12,0.5216513331320163,3.76,0.0,0.552990059623308,0.9999999999999875,0.0,0.0,0.0,1.2535135479048342e-14,1.2535135479048342e-14
2.047e-12,0.5216513331320162,3.76,0.0,0.5529900596232955,0.9999999999999749,0.0,0.0,0.0,2.5089035756422055e-14,2.5089035756422055e-14
4.095e-12,0.5216513331320164,3.76,0.0,0.5529900596232704,0.9999999999999498,0.0,0.0,0.0,5.0196836311167685e-14,5.0196836311167685e-14
8.191e-12,0.5216513331320163,3.76,0.0,0.5529900596232202,0.9999999999998996,0.0,0.0,0.0,1.0041243742065188e-13,1.0041243742065188e-13
1e-11,0.5216513331320163,3.76,0.0,0.552990059623198,0.9999999999998774,0.0,0.0,0.0,1.2259017726611853e-13,1.2259017726611853e-13
1.6383e-11,0.5216513331320163,3.76,0.0,0.5529900596231198,0.9999999999997992,0.0,0.0,0.0,2.00843639639592e-13,2.00843639639592e-13
3.2767e-11,0.5216513331320162,3.76,0.0,0.5529900596229189,0.9999999999995983,0.0,0.0,0.0,4.017060440773589e-13,4.017060440773589e-13
6.5535e-11,0.5216513331320164,3.76,0.0,0.5529900596225172,0.9999999999991966,0.0,0.0,0.0,8.034308529524392e-13,8.034308529524392e-13
9.999999999999999e-11,0.5216513331320163,3.76,0.0,0.5529900596220947,0.9999999999987741,0.0,0.0,0.0,1.2259603188291603e-12,1.2259603188291603e-12
1.31071e-10,0.5216513331320163,3.76,0.0,0.5529900596217138,0.9999999999983932,0.0,0.0,0.0,1.6068804707007865e-12,1.6068804707007865e-12
2.62143e-10,0.5216513331320162,3.76,0.0,0.5529900596201068,0.9999999999967862,0.0,0.0,0.0,3.2137797061902234e-12,3.2137797061902234e-12
5.24287e-10,0.5216513331320163,3.76,0.0,0.5529900596168931,0.9999999999935725,0.0,0.0,0.0,6.427578177140041e-12,6.427578177140041e-12
9.999999999999999e-10,0.5216513331320163,3.76,0.0,0.552990059611061,0.9999999999877404,0.0,0.0,0.0,1.2259661734205077e-11,1.2259661734205077e-11
1.0485750000000002e-09,0.5216513331320163,3.76,0.0,0.5529900596104654,0.9999999999871448,0.0,0.0,0.0,1.2855175118923249e-11,1.2855175118923249e-11
2.0971510000000003e-09,0.5216513331320162,3.76,0.0,0.5529900595976103,0.9999999999742897,0.0,0.0,0.0,2.5710369002022364e-11,2.5710369002022364e-11
4.194303e-09,0.5216513331320163,3.76,0.0,0.5529900595718998,0.9999999999485792,0.0,0.0,0.0,5.142075676633855e-11,5.142075676633855e-11
8.388607e-09,0.5216513331320162,3.76,0.0,0.5529900595204791,0.9999999998971585,0.0,0.0,0.0,1.0284153228734012e-10,1.0284153228734012e-10
9.999999999999999e-09,0.5216513331320164,3.76,0.0,0.552990059500724,0.9999999998774034,0.0,0.0,0.0,1.2259667585916019e-10,1.2259667585916019e-10
1.6777215e-08,0.5216513331320164,3.76,0.0,0.5529900594176376,0.999999999794317,0.0,0.0,0.0,2.0568308329799896e-10,2.0568308329799896e-10
3.3554431e-08,0.5216513331320163,3.76,0.0,0.5529900592119544,0.9999999995886338,0.0,0.0,0.0,4.113661851873716e-10,4.113661851873716e-10
6.7108863e-08,0.5216513331320162,3.76,0.0,0.5529900588005883,0.9999999991772677,0.0,0.0,0.0,8.227323883857906e-10,8.227323883857906e-10
9.999999999999998e-08,0.5216513331320163,3.76,0.0,0.5529900583973538,0.9999999987740332,0.0,0.0,0.0,1.2259668136170304e-09,1.2259668136170304e-09
1.34217727e-07,0.5216513331320163,3.76,0.0,0.5529900579778558,0.9999999983545352,0.0,0.0,0.0,1.6454647920409592e-09,1.6454647920409592e-09
2.68435455e-07,0.5216513331320162,3.76,0.0,0.5529900563323911,0.9999999967090705,0.0,0.0,0.0,3.290929585021705e-09,3.290929585021705e-09
5.36870911e-07,0.5216513331320164,3.76,0.0,0.5529900530414615,0.9999999934181409,0.0,0.0,0.0,6.581859086761515e-09,6.581859086761515e-09
8.053063670000001e-07,0.5216513331320163,3.76,0.0,0.5529900497505321,0.9999999901272115,0.0,0.0,0.0,9.872788468408565e-09,9.872788468408565e-09
9.999999999999997e-07,0.5216513331320163,3.76,0.0,0.5529900473636531,0.9999999877403325,0.0,0.0,0.0,1.225966752098104e-08,1.225966752098104e-08
1.0737418230000002e-06,0.5216513331320163,3.76,0.0,0.5529900464596029,0.9999999868362823,0.0,0.0,0.0,1.3163717694091777e-08,1.3163717694091777e-08
1.6106127350000002e-06,0.5216513331320163,3.76,0.0,0.5529900398777449,0.9999999802544243,0.0,0.0,0.0,1.974557563886461e-08,1.974557563886461e-08
2.22939937088006e-06,0.5216513331320163,3.76,0.0,0.552990032291629,0.9999999726683084,0.0,0.0,0.0,2.733169172769149e-08,2.733169172769149e-08
2.8481860067601193e-06,0.5216513331320163,3.76,0.0,0.5529900247055146,0.999999965082194,0.0,0.0,0.0,3.491780606970325e-08,3.491780606970325e-08
3.4669726426401787e-06,0.5216513331320163,3.76,0.0,0.5529900171194025,0.999999957496082,0.0,0.0,0.0,4.250391822694542e-08,4.250391822694542e-08
4.085759278520238e-06,0.5216513331320163,3.76,0.0,0.5529900095332929,0.9999999499099723,0.0,0.0,0.0,5.0090027760509404e-08,5.0090027760509404e-08
5.323332550280358e-06,0.5216513331320163,3.76,0.0,0.5529899943610834,0.9999999347377628,0.0,0.0,0.0,6.526223734980497e-08,6.526223734980497e-08
6.560905822040477e-06,0.5216513331320163,3.76,0.0,0.5529899791888893,0.9999999195655687,0.0,0.0,0.0,8.043443136134647e-08,8.043443136134647e-08
7.798479093800595e-06,0.5216513331320163,3.76,0.0,0.5529899640167144,0.9999999043933938,0.0,0.0,0.0,9.560660614067363e-08,9.560660614067363e-08
